label,seed,veh_share,veh_iw_mean,veh_stop_rate,veh_reaction_prob,veh_reaction_delay_s,lm_share,lm_iw_mean,lm_stop_rate,lm_relief_effect,lm_stop_after_rate,tac_share,tac_iw_mean,tac_stop_rate,tac_risk_mean,noref_share,noref_iw_mean,noref_stop_rate,noref_ep_len,noref_retrieval_per100,cross_share,cross_iw_mean,cross_stop_rate,cross_wait_s
memth|0.07,20260705,0.03369209171736079,5.155964583333333,9.722222222222223,0.16,0.5449000000000481,0.02339728591483388,2.327599,7.000000000000001,0.156595,0.28,0.5325222274216191,1.955779569420035,1.3620386643233744,0.03357047451669596,0.21876462330369678,2.4057508021390372,7.4866310160427805,11.497005988023952,2.13903743315508,0.24379971923256902,6.310271113243762,23.128598848368522,235.3640999999994
memth|0.07,20260706,0.014352941176470587,3.3768426229508197,31.147540983606557,0.36363636363636365,0.0,0.016,2.1625941176470587,1.4705882352941175,0.07146176470588235,0.058823529411764705,0.5369411764705883,1.9659265556529362,1.0955302366345312,0.03284421560035057,0.23694117647058824,2.4422618669314797,8.440913604766633,11.311764705882354,1.787487586891758,0.2195294117647059,6.033767845659164,25.937834941050376,219.07789999999954
memth|0.07,20260707,0.009724473257698542,5.760771428571429,23.809523809523807,0.42857142857142855,0.7265333333332743,0.017596665894883075,2.226357894736842,2.631578947368421,0.10698157894736841,0.10526315789473684,0.5404028710349618,1.9537873607540701,1.113967437874893,0.033658183376178236,0.21694836767770317,2.642164461045891,8.32443970117396,11.1,1.92102454642476,0.23037740217642974,6.065279698492462,27.236180904522612,240.36999999999998
memth|0.07,20260708,0.019516728624535316,5.0475916666666665,28.57142857142857,0.42857142857142855,0.3632666666666182,0.019516728624535316,2.1540345238095235,2.380952380952381,0.08152976190476191,0.09523809523809523,0.537639405204461,1.9617981417458947,1.382886776145203,0.03415263612791703,0.23094795539033458,2.702298591549296,8.953722334004025,11.051136363636363,2.414486921529175,0.22444237918215612,6.204836231884058,30.434782608695656,213.8726
memth|0.07,20260709,0.019746121297602257,5.455186904761905,21.428571428571427,0.35714285714285715,1.081979999999953,0.018805829807240243,2.2879562499999997,2.5,0.12224875000000002,0.1,0.5371415138692995,1.9587409190371992,1.312910284463895,0.035273566739606126,0.229901269393512,2.8384737218813907,9.611451942740286,10.395604395604396,2.3517382413087935,0.22496473906911144,5.6605003134796235,25.287356321839084,215.20939999999985
memth|0.08,20260705,0.03369209171736079,5.155964583333333,9.722222222222223,0.16,0.5449000000000481,0.02339728591483388,2.327599,7.000000000000001,0.156595,0.28,0.5325222274216191,1.955779569420035,1.3620386643233744,0.03357047451669596,0.21876462330369678,2.4057508021390372,7.4866310160427805,11.497005988023952,2.13903743315508,0.24379971923256902,6.310271113243762,23.128598848368522,235.3640999999994
memth|0.08,20260706,0.014352941176470587,3.3768426229508197,31.147540983606557,0.36363636363636365,0.0,0.016,2.1625941176470587,1.4705882352941175,0.07146176470588235,0.058823529411764705,0.5369411764705883,1.9659265556529362,1.0955302366345312,0.03284421560035057,0.23694117647058824,2.4422618669314797,8.440913604766633,11.311764705882354,1.787487586891758,0.2195294117647059,6.033767845659164,25.937834941050376,219.07789999999954
memth|0.08,20260707,0.009724473257698542,5.760771428571429,23.809523809523807,0.42857142857142855,0.7265333333332743,0.017596665894883075,2.226357894736842,2.631578947368421,0.10698157894736841,0.10526315789473684,0.5404028710349618,1.9537873607540701,1.113967437874893,0.033658183376178236,0.21694836767770317,2.642164461045891,8.32443970117396,11.1,1.92102454642476,0.23037740217642974,6.065279698492462,27.236180904522612,240.36999999999998
memth|0.08,20260708,0.019516728624535316,5.0475916666666665,28.57142857142857,0.42857142857142855,0.3632666666666182,0.019516728624535316,2.1540345238095235,2.380952380952381,0.08152976190476191,0.09523809523809523,0.537639405204461,1.9617981417458947,1.382886776145203,0.03415263612791703,0.23094795539033458,2.702298591549296,8.953722334004025,11.051136363636363,2.414486921529175,0.22444237918215612,6.204836231884058,30.434782608695656,213.8726
memth|0.08,20260709,0.019746121297602257,5.455186904761905,21.428571428571427,0.35714285714285715,1.081979999999953,0.018805829807240243,2.2879562499999997,2.5,0.12224875000000002,0.1,0.5371415138692995,1.9587409190371992,1.312910284463895,0.035273566739606126,0.229901269393512,2.8384737218813907,9.611451942740286,10.395604395604396,2.3517382413087935,0.22496473906911144,5.6605003134796235,25.287356321839084,215.20939999999985
